ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Lifestyle Small Accessories : Glasses Case,Glasses Case,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Lifestyle Small Accessories,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Polypropylene,Polypropylene,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel,Travel,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Lifestyle Small Accessories,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
