ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Lifestyle Small Accessories : Travel : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Pouch Small Accessories,Pouch Small Accessories,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch,Pouch,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Pouch Small Accessories,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Plastic,Plastic,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
Fashion : Bags : Pouch Small Accessories : Pouch : Polyurethane,Polyurethane,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Pouch Small Accessories : Pouch,TRUE
